student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
1066,17,Female,3.61,8.71,6.58,77.51,Casual,1.54,9.6,267.37,10.85,Medium,80.28
1067,22,Male,4.51,8.77,5.48,70.06,FPS,0.91,9.5,272.85,10.2,High,86.25
1068,20,Male,1.26,5.67,7.6,70.23,FPS,3.52,4.21,298.95,3.68,Medium,76.37
1069,21,Male,6.85,4.13,7.12,72.15,RPG,4.48,10.89,249.09,13.22,Low,37.34
1070,17,Male,7.28,6.76,8.0,83.48,Casual,3.82,10.1,240.47,12.98,Low,51.19
1071,20,Male,3.6,5.01,7.22,60.66,Casual,1.57,9.58,286.93,10.7,Medium,74.83632666406236
1072,19,Other,2.24,1.73,4.84,76.35,RPG,1.77,3.58,291.51,1.36,Medium,41.16
1073,24,Male,1.13,4.4,7.35,67.47,FPS,0.95,6.6,319.73,4.51,Medium,84.3
1074,21,Male,5.47,9.95,5.96,98.68,FPS,4.12,6.84,237.76,12.45,High,99.99514458537567
1075,17,Male,2.5,1.44,6.32,83.31,RPG,0.54,3.71,294.46,5.64,Medium,67.02117237709824
1076,16,Female,7.28,7.27,8.61,94.72,FPS,4.52,12.98,234.02,21.78,Low,74.12860887135716
1077,20,Female,5.37,8.57,5.8,67.83,Casual,3.01,10.71,263.9,14.26,High,89.33748398847271
1078,24,Male,5.17,6.84,7.06,92.4,RPG,2.94,7.98,257.2,11.21,Low,68.06
1079,21,Female,4.48,6.13,5.82,76.59,Casual,4.19,10.27,256.4,13.07,Medium,69.0
1080,22,Male,0.37,7.37,4.47,67.11,RPG,3.34,5.68,304.64,0.77,High,81.11
1081,20,Male,7.46,4.86,6.27,90.45,Casual,1.52,12.97,230.36,19.68,Low,41.81
1082,21,Male,5.02,1.82,6.99,90.48,FPS,1.75,9.0,257.16,11.02,Low,48.17
1083,20,Male,7.95,9.66,6.04,99.84,RPG,0.87,13.74,233.17,21.01,Low,84.09663563832972
1084,24,Male,4.3,4.89,5.95,91.24,FPS,2.32,9.35,277.94,11.93,Medium,58.73
1085,21,Female,5.68,6.99,8.1,65.81,RPG,0.55,11.38,252.32,15.46,Low,64.56
1086,23,Male,0.45,5.78,4.15,72.9,RPG,3.27,2.86,314.86,1.0,Medium,67.26
1087,17,Female,5.05,1.49,5.48,78.07,Casual,0.85,8.71,270.05,9.64,Low,35.16
1088,24,Male,6.12,9.57,8.06,65.07,Casual,4.32,11.46,244.11,12.59,Low,86.58191783436553
1089,20,Male,6.23,8.13,8.6,91.52,RPG,3.5,10.13,243.2,10.98,Low,87.66638063005834
1090,22,Male,6.16,2.34,6.06,81.07,FPS,4.46,11.17,232.85,14.06,Low,33.04
1091,16,Female,1.81,9.83,8.44,97.78,Casual,0.44,7.68,307.07,5.38,Medium,107.21567995913911
1092,20,Male,7.8,7.63,4.99,83.57,FPS,3.99,12.82,225.5,20.13,High,60.68911539561161
1093,17,Female,7.96,5.25,5.11,80.92,Casual,4.4,10.54,235.85,15.14,Low,42.97939902410722
1094,21,Male,0.6,6.5,8.23,62.86,RPG,0.22,2.19,300.73,6.38,Medium,93.46
1095,16,Male,7.49,1.96,8.52,65.97,Casual,5.0,9.85,225.21,14.16,Low,22.56
1096,18,Male,2.32,6.04,5.11,93.98,RPG,1.5,6.63,301.62,4.98,Medium,81.36
1097,20,Male,5.51,1.66,4.3,99.63,RPG,1.06,6.56,257.14,8.58,Low,33.7
1098,19,Male,2.7,5.9,4.45,76.61,FPS,2.07,4.65,275.77,6.39,Medium,61.23
1099,18,Male,7.74,5.97,5.31,92.4,Casual,0.04,10.37,236.35,16.15,Low,40.48
1100,20,Female,0.81,8.87,7.81,85.1,FPS,4.43,6.19,297.23,4.09,Medium,106.0673636142916
1101,23,Male,3.98,7.53,6.55,98.36,Casual,1.34,5.24,280.52,9.4,Medium,92.49
1102,19,Female,3.42,3.25,6.28,69.53,FPS,2.61,4.67,269.16,9.43,Medium,50.73
1103,16,Male,2.61,9.0,6.92,81.79,Casual,3.12,6.37,300.79,4.76,Medium,108.21850529551821
1104,22,Female,5.16,6.16,8.45,76.35,FPS,3.96,7.05,259.21,11.3,Low,76.73
1105,23,Female,1.05,6.46,4.45,81.67,FPS,1.25,3.26,310.84,4.92,Medium,79.3
1106,18,Male,5.73,2.52,7.47,70.75,Casual,3.59,7.65,250.43,10.23,Low,40.19
1107,21,Male,7.84,8.72,8.63,79.91,Casual,0.59,11.75,226.8,23.16,Low,94.69156922472176
1108,17,Female,6.44,9.38,5.07,84.99,RPG,3.52,7.72,243.55,18.2,High,75.6799363668916
1109,22,Female,6.88,7.97,8.19,63.25,Casual,4.6,12.58,244.5,16.46,Low,75.03134505425542
1110,23,Male,2.88,9.47,7.49,89.72,FPS,0.43,4.5,284.81,4.36,Medium,100.0
1111,21,Male,2.6,3.72,4.07,88.26,FPS,0.58,8.36,303.42,6.12,Medium,58.51
1112,21,Female,4.14,8.75,5.16,95.22,FPS,2.79,9.03,262.96,11.19,High,85.65
1113,20,Male,0.37,5.4,7.03,77.03,FPS,0.23,5.51,324.17,4.59,Medium,85.91
1114,23,Female,7.56,2.48,6.51,62.47,FPS,0.94,9.42,234.92,12.37,Low,24.39
1115,16,Male,1.15,7.02,6.64,78.46,RPG,0.95,5.5,318.53,2.58,Medium,95.02
1116,19,Male,7.22,7.16,5.16,65.5,FPS,2.41,12.31,234.57,17.27,High,58.61184873780006
1117,19,Female,0.67,3.58,7.38,85.9,FPS,1.24,4.46,315.25,0.43,Medium,78.65
1118,18,Female,6.58,1.25,5.33,61.89,RPG,2.38,10.34,244.22,14.45,Low,29.155526402746
1119,18,Male,1.22,2.8,5.95,74.96,FPS,2.61,3.02,293.2,4.2,Medium,68.39
1120,19,Male,0.31,4.6,5.84,63.31,FPS,3.65,3.38,320.22,1.83,Medium,74.8
1121,16,Female,5.76,2.51,7.36,60.13,FPS,4.73,7.51,283.58,10.93,Low,27.03
1122,17,Female,2.24,2.75,4.45,98.42,Casual,2.52,8.1,309.21,7.58,Medium,56.22
1123,24,Male,5.72,4.52,5.03,99.85,FPS,1.78,10.14,243.56,14.66,Low,43.77
1124,17,Female,4.44,9.66,5.0,82.22,Casual,1.29,5.68,248.71,7.66,High,83.99
1125,20,Female,0.87,7.88,4.54,69.56,RPG,3.17,4.25,310.08,4.12,High,91.82
1126,24,Female,7.46,3.88,5.04,96.44,FPS,4.71,11.65,241.31,17.66,Low,25.16
1127,24,Female,3.62,9.56,7.04,96.92,FPS,3.82,5.1,276.17,9.02,Medium,100.0
1128,23,Male,5.88,6.81,7.66,94.18,RPG,1.03,10.2,268.33,14.45,Low,71.21
1129,16,Female,4.01,5.1,7.3,81.77,Casual,4.47,5.9,264.08,9.23,Medium,72.73
1130,16,Female,4.83,5.21,6.38,62.99,FPS,3.68,7.87,264.29,10.87,Medium,59.59
1131,24,Male,2.42,4.7,4.26,63.54,FPS,0.64,6.55,289.87,6.31,Medium,66.75
1132,23,Male,1.6,3.1,8.8,95.86,FPS,3.56,4.43,308.11,6.06,Medium,86.42
1133,24,Male,4.34,4.48,4.84,95.03,FPS,1.45,7.24,275.92,9.94,Medium,52.31
1134,22,Female,3.52,5.75,7.34,77.38,Casual,2.46,8.74,289.65,10.72,Medium,78.93
1135,18,Male,3.12,5.75,8.56,73.13,RPG,1.5,5.67,281.32,8.55,Medium,66.3
1136,18,Female,5.38,7.86,7.49,85.76,FPS,0.42,9.66,268.02,11.02,Low,80.56356282670748
1137,17,Female,5.52,4.23,5.09,92.28,Casual,3.84,10.77,257.21,13.03,Low,44.58
1138,20,Female,0.37,7.45,5.58,89.27,FPS,4.14,2.13,329.16,1.51,High,82.83
1139,18,Female,2.71,6.2,4.15,84.62,RPG,1.16,3.94,302.48,6.22,Medium,78.68
1140,21,Other,3.29,9.66,7.06,69.26,RPG,1.2,8.42,280.7,10.0,Medium,100.0
1141,17,Male,0.78,4.47,7.06,70.5,FPS,2.15,4.54,303.9,3.8,Medium,77.09
1142,18,Female,1.89,9.11,7.63,88.96,FPS,4.06,7.03,299.36,6.43,Medium,100.0
1143,20,Male,0.41,8.39,4.05,92.1,FPS,0.39,2.48,324.99,0.98,High,95.48
1144,16,Female,7.97,6.74,8.09,64.65,Casual,4.04,13.13,209.31,20.63,Low,51.51
1145,16,Male,5.89,6.89,7.69,67.49,Casual,4.61,7.37,244.37,13.22,Low,70.07
1146,24,Other,0.7,1.76,4.7,87.22,FPS,2.81,6.12,318.43,3.89,Medium,47.12
1147,22,Female,0.16,9.55,5.74,75.56,RPG,0.3,5.27,292.2,2.1,High,100.0
1148,16,Female,5.75,1.96,7.19,82.53,RPG,1.35,9.59,240.66,13.98,Low,43.35
1149,23,Male,3.51,6.07,6.48,84.59,FPS,0.56,7.55,271.75,9.1,Medium,71.61
1150,18,Male,6.29,3.97,4.58,91.05,RPG,1.3,9.02,243.69,10.9,Low,36.75
1151,23,Female,7.39,4.87,4.44,92.23,Casual,4.06,9.4,228.1,13.8,Low,30.59
1152,20,Male,4.79,6.49,7.91,71.2,FPS,0.28,8.07,259.49,13.83,Medium,72.53
1153,16,Female,1.5,9.18,4.78,81.65,Casual,1.42,5.79,288.69,5.89,High,100.0
1154,22,Male,6.26,5.12,4.86,64.94,RPG,2.58,12.25,262.58,14.24,Low,39.3
1155,20,Female,7.65,9.89,8.15,93.68,FPS,4.37,12.74,222.12,17.1,Low,81.54933795554894
1156,21,Male,4.64,6.34,7.06,93.82,Casual,1.25,7.81,245.29,9.14,Medium,81.3
1157,21,Female,5.46,2.44,7.02,71.98,FPS,3.89,10.18,265.83,12.23,Low,35.89
1158,23,Female,2.7,2.71,6.4,66.42,Casual,2.92,4.24,279.85,8.22,Medium,55.68
1159,24,Male,3.05,7.44,6.84,62.8,FPS,3.38,6.13,271.28,7.28,Medium,91.59888154329445
1160,17,Male,5.88,1.45,7.01,83.0,RPG,4.31,9.0,256.22,14.99,Low,24.57
1161,24,Male,7.42,5.32,8.84,63.66,Casual,0.13,13.41,225.77,21.09,Low,47.63
1162,24,Female,5.03,2.33,5.11,87.22,FPS,2.65,7.99,261.32,10.75,Low,44.29
1163,22,Female,6.32,4.9,5.07,87.13,FPS,3.74,7.74,237.82,10.76,Low,43.97
1164,16,Female,1.37,7.75,4.29,84.56,RPG,4.42,2.71,298.93,4.28,High,95.32
1165,22,Female,1.7,5.13,7.29,95.06,RPG,0.66,6.19,289.67,4.0,Medium,85.63
1166,20,Male,4.26,2.47,6.75,75.13,FPS,1.71,6.71,256.74,9.75,Medium,52.04
1167,21,Male,1.41,3.27,4.56,96.09,Casual,0.39,6.75,337.8,5.83,Medium,62.65
1168,22,Male,5.08,4.31,5.82,61.48,Casual,4.17,8.49,250.76,15.58,Low,44.58
1169,20,Male,2.33,1.63,4.89,64.51,FPS,4.29,4.98,277.41,6.63,Medium,47.75
1170,22,Other,6.33,6.26,5.66,76.49,RPG,2.42,11.13,255.34,14.15,Low,57.19
1171,24,Female,6.46,6.47,8.76,83.76,RPG,0.1,9.55,245.15,15.72,Low,59.65
1172,18,Male,3.71,1.56,7.42,61.3,Casual,0.51,8.4,275.65,11.4,Medium,42.07
1173,23,Female,1.45,4.62,4.04,82.7,FPS,3.12,6.02,297.72,7.59,Medium,67.2
1174,17,Female,5.17,4.73,5.26,72.3,FPS,4.91,9.79,253.89,10.8,Low,53.5
1175,22,Male,7.94,4.0,4.05,95.49,FPS,4.19,13.23,221.75,21.11,Low,23.73
1176,17,Male,4.98,6.02,7.57,81.33,Casual,3.99,10.22,271.61,17.15,Medium,69.31
1177,19,Male,0.29,4.11,6.35,83.52,FPS,2.09,4.61,314.04,5.28,Medium,77.21
1178,22,Female,0.14,4.75,8.97,97.82,FPS,4.93,5.92,329.76,6.07,Medium,87.55
1179,18,Other,2.56,8.18,7.67,90.57,RPG,4.12,3.66,288.74,4.8,Medium,100.0
1180,17,Female,1.57,2.46,6.59,77.53,FPS,1.68,7.22,299.11,9.34,Medium,60.39
1181,22,Male,6.5,6.57,8.02,79.08,FPS,3.74,8.24,231.79,12.92,Low,59.63
1182,16,Male,6.76,5.55,7.52,85.92,RPG,2.16,8.82,260.33,14.47,Low,51.79
1183,23,Female,2.07,3.75,5.22,68.01,FPS,3.3,7.16,295.31,5.76,Medium,60.25
1184,18,Female,2.61,7.55,6.65,63.55,RPG,4.85,5.61,288.67,5.56,Medium,78.57
1185,17,Female,1.89,5.96,6.78,72.45,FPS,1.23,5.02,315.91,5.33,Medium,88.71083239353973
1186,18,Female,7.27,5.3,6.26,91.14,RPG,3.98,9.58,236.93,13.39,Low,46.6
1187,20,Male,4.02,7.01,4.9,70.29,FPS,2.95,6.14,277.03,7.73,High,73.55
1188,23,Female,5.25,8.22,5.12,65.23,RPG,4.75,6.78,257.6,9.32,High,81.61570432256728
1189,22,Female,3.32,9.75,5.41,68.76,FPS,0.67,5.3,272.42,10.7,High,94.32
1190,22,Male,5.05,6.66,4.05,87.16,FPS,3.6,8.88,271.57,15.26,Low,48.99
1191,22,Female,3.09,8.87,8.58,84.56,FPS,0.19,7.62,268.76,13.54,Medium,100.0
1192,23,Male,2.72,1.01,7.43,87.53,RPG,1.23,7.41,277.59,7.65,Medium,48.78
1193,16,Male,5.08,5.77,7.45,72.88,FPS,1.6,7.93,251.27,11.64,Low,60.34
1194,19,Male,4.73,2.93,6.86,96.03,RPG,2.16,10.34,265.75,13.81,Medium,68.74660069135095
1195,21,Male,2.35,1.85,7.45,78.07,RPG,4.83,4.99,291.64,3.47,Medium,57.97
1196,24,Male,1.19,5.79,8.91,80.55,RPG,0.34,2.75,287.09,1.2,Medium,93.2
1197,17,Male,2.95,7.72,5.93,97.95,FPS,0.84,8.68,307.77,5.57,High,92.90445548110701
1198,16,Female,3.32,4.71,7.56,99.17,RPG,1.02,7.02,287.76,10.16,Medium,69.24
1199,17,Male,5.03,7.03,5.8,86.46,Casual,2.12,10.89,254.73,11.27,High,88.73324417570574
1200,22,Male,7.32,5.41,8.27,97.79,FPS,0.3,10.29,236.49,18.13,Low,53.59
1201,18,Male,0.29,4.93,8.29,81.66,FPS,4.83,5.08,320.99,2.05,Medium,90.27
1202,17,Female,1.95,3.61,8.51,72.29,FPS,2.8,3.5,293.3,4.68,Medium,85.54
1203,22,Male,1.55,4.44,4.03,72.6,RPG,4.07,6.82,305.34,5.39,Medium,59.41
1204,17,Male,4.02,4.15,5.49,82.36,FPS,3.86,5.87,275.82,9.35,Medium,58.43
1205,18,Female,3.44,6.82,4.67,84.2,Casual,3.3,4.78,289.63,6.57,Medium,64.43
1206,22,Female,5.83,2.04,6.27,77.58,RPG,4.52,7.32,250.73,14.48,Low,34.61
1207,19,Female,1.94,1.83,6.48,95.35,FPS,4.51,5.73,299.94,5.44,Medium,59.23
1208,16,Female,4.76,6.94,5.28,77.07,Casual,0.64,7.22,260.79,11.48,Medium,58.38
1209,20,Male,7.07,5.92,7.62,70.94,FPS,4.51,12.87,230.83,17.26,Low,67.54163031237745
1210,24,Female,7.29,4.87,5.35,60.32,FPS,2.62,12.55,224.82,15.18,Low,40.09
1211,23,Male,7.67,2.37,8.27,98.82,FPS,1.34,12.69,219.92,20.55,Low,30.92
1212,24,Male,6.19,4.7,4.89,92.97,FPS,3.04,11.24,241.07,13.6,Low,54.36
1213,24,Male,7.25,8.11,5.84,84.62,Casual,1.4,12.7,230.64,18.84,High,63.48689553342393
1214,22,Female,1.88,9.01,7.11,93.22,FPS,2.4,7.21,307.5,7.88,Medium,100.0
1215,19,Male,1.58,7.32,7.03,92.41,Casual,4.08,7.22,297.25,2.98,Medium,100.0
1216,20,Female,0.05,1.54,4.39,97.27,Casual,0.16,5.72,316.07,2.58,Medium,68.2956929762645
1217,16,Female,5.65,7.03,8.23,75.44,FPS,0.92,8.14,249.28,13.7,Low,87.6595224598915
1218,16,Male,7.5,3.17,6.99,82.19,RPG,4.78,9.6,229.52,15.47,Low,22.11
1219,18,Female,1.5,3.84,8.35,63.95,RPG,2.23,5.72,318.98,4.85,Medium,71.24
1220,23,Female,5.1,2.76,8.34,98.61,Casual,1.52,6.72,255.01,11.44,Low,61.15
1221,17,Female,5.97,7.98,6.73,99.41,FPS,4.62,8.03,253.97,12.22,Low,81.11052813966327
1222,19,Male,7.42,6.84,8.55,91.56,FPS,4.56,12.28,234.46,17.98,Low,67.38
1223,17,Female,5.17,6.51,8.24,78.16,Casual,0.22,9.42,258.58,12.55,Low,70.14
1224,20,Male,7.76,7.01,8.79,79.86,FPS,1.81,12.01,217.3,17.25,Low,62.150633646265156
1225,24,Female,2.76,3.13,8.25,77.41,FPS,4.56,8.51,292.12,6.45,Medium,59.24
1226,16,Female,2.8,5.0,8.11,71.73,RPG,0.9,7.14,267.14,8.58,Medium,76.86
1227,20,Male,4.34,6.7,6.35,81.11,FPS,2.89,7.49,257.71,5.44,Medium,74.36
1228,24,Female,3.07,6.73,5.06,62.14,RPG,1.6,5.47,277.74,7.86,Medium,86.28924522753624
1229,16,Female,0.01,8.13,8.55,99.68,Casual,3.68,2.7,317.63,1.39,Medium,100.0
1230,24,Female,5.85,3.58,7.61,76.96,RPG,0.79,8.24,250.64,11.27,Low,45.71
1231,23,Male,6.01,7.93,5.41,97.09,RPG,2.98,7.18,261.79,9.83,High,84.48751588699547
1232,19,Male,5.98,4.96,5.7,88.97,FPS,0.0,8.29,254.54,13.95,Low,54.93546187649417
1233,20,Other,2.76,7.03,7.43,71.6,Casual,1.26,7.94,288.57,7.62,Medium,82.79
1234,20,Female,4.18,5.1,6.39,68.88,Casual,0.81,8.82,266.48,10.96,Medium,62.11
1235,21,Female,2.88,9.54,4.41,99.83,FPS,1.05,6.99,282.19,4.14,High,90.58
1236,22,Male,0.13,2.61,4.71,90.89,FPS,4.3,5.64,307.09,3.97,Medium,63.91
1237,23,Male,4.5,7.08,7.73,69.99,Casual,4.57,6.82,244.93,12.04,Medium,75.33
1238,23,Female,0.99,6.19,5.64,62.7,FPS,3.78,4.88,295.37,3.62,Medium,82.22
1239,17,Female,0.64,2.55,6.54,87.88,RPG,2.95,1.8,324.03,0.07,Medium,64.71
1240,24,Male,6.04,1.59,7.83,72.12,FPS,1.15,11.5,240.4,15.68,Low,29.61
1241,22,Female,0.08,8.19,7.76,68.85,FPS,1.37,3.32,313.79,1.21,Medium,100.0
1242,19,Female,7.67,2.42,4.84,89.4,FPS,1.55,9.56,238.17,18.01,Low,22.47
1243,19,Male,4.12,2.68,4.49,87.17,Casual,3.89,6.32,244.14,9.38,Medium,48.9
1244,23,Male,7.86,9.81,6.96,79.26,RPG,1.26,13.1,219.82,14.06,Low,84.30932537333511
1245,19,Male,0.46,7.46,7.71,97.71,RPG,4.87,2.0,303.5,-3.01,Medium,100.0
1246,21,Female,4.67,3.25,4.75,87.19,FPS,3.98,10.3,266.9,10.73,Medium,39.67
1247,20,Male,2.79,6.32,5.86,95.74,FPS,5.0,5.66,292.09,7.92,Medium,76.02
1248,18,Male,6.75,5.81,8.35,67.62,FPS,2.3,9.01,244.73,13.65,Low,50.59
1249,17,Female,2.89,8.6,8.72,71.87,FPS,2.95,5.55,300.4,8.09,Medium,100.0
1250,24,Male,2.08,7.56,6.27,64.18,RPG,1.4,5.12,300.58,4.36,Medium,83.57
1251,24,Male,6.86,8.49,4.4,72.18,RPG,3.02,10.6,240.17,19.72,High,71.78858928881948
1252,16,Male,3.0,2.9,5.29,98.87,FPS,4.87,6.93,308.33,7.59,Medium,61.94
1253,18,Female,0.13,6.76,5.16,98.51,Casual,0.15,3.37,297.16,2.42,Medium,98.67
1254,23,Female,3.12,1.36,5.19,90.42,FPS,1.45,6.35,304.57,5.94,Medium,49.03
1255,21,Male,5.24,1.62,6.47,80.84,Casual,1.41,7.67,274.54,10.86,Low,36.93
1256,20,Female,2.03,7.42,6.92,91.23,FPS,4.91,4.95,294.16,6.51,Medium,94.40371487524845
1257,20,Female,3.46,1.22,4.61,82.14,FPS,0.66,6.8,271.41,8.5,Medium,53.5605254495483
1258,21,Male,0.45,6.22,8.45,60.14,RPG,4.06,4.44,308.02,-2.67,Medium,93.88
1259,22,Male,4.7,8.56,7.1,80.06,FPS,1.37,6.35,260.71,11.22,Medium,85.52
1260,16,Male,6.05,4.42,6.99,83.96,FPS,4.3,10.87,259.36,15.73,Low,50.97
1261,24,Male,3.31,1.4,8.94,70.63,FPS,2.44,7.71,255.61,10.28,Medium,44.4
1262,18,Female,3.36,7.42,7.14,68.13,FPS,1.21,5.85,299.78,10.16,Medium,83.31
1263,19,Female,0.71,9.37,8.64,70.95,RPG,3.55,4.01,311.47,3.43,Medium,100.0
1264,16,Male,1.62,7.45,5.43,84.95,RPG,4.21,7.35,312.33,10.9,High,84.58
1265,18,Male,1.24,6.21,5.2,65.84,FPS,2.35,2.34,292.82,3.5,Medium,77.63
1266,17,Male,3.85,3.07,6.58,88.81,FPS,3.57,8.91,281.04,5.62,Medium,57.48
1267,17,Female,4.23,1.14,6.54,76.91,Casual,0.91,7.79,273.11,10.69,Medium,40.54
1268,16,Male,7.59,7.25,5.13,74.13,FPS,4.69,11.68,234.56,19.47,High,53.12422586092062
1269,23,Female,0.59,3.08,7.5,92.29,RPG,0.48,5.01,306.0,0.63,Medium,68.45
1270,18,Male,4.8,8.72,4.15,80.24,Casual,1.11,8.08,258.57,10.7,High,77.35818458772589
1271,18,Female,4.21,5.2,7.45,75.14,FPS,1.44,6.17,257.13,11.83,Medium,69.12
1272,21,Female,4.13,5.78,6.29,95.13,FPS,0.76,9.68,278.08,9.91,Medium,67.63
1273,23,Male,6.99,7.79,7.45,74.73,Casual,2.03,11.69,249.55,15.85,Low,68.86794196330607
1274,24,Female,1.64,8.01,6.39,94.36,FPS,2.29,5.44,303.14,6.74,Medium,100.0
1275,24,Other,0.33,6.78,8.89,80.17,FPS,2.59,3.57,289.25,-0.28,Medium,95.81
1276,19,Male,5.38,9.45,5.67,68.32,RPG,0.2,8.88,269.01,12.49,High,75.07355400699501
1277,20,Female,2.76,9.84,8.91,84.51,FPS,1.1,7.88,288.07,6.14,Medium,100.0
1278,17,Male,0.14,9.52,4.32,71.41,Casual,4.04,1.2,291.78,0.27,High,86.98
1279,24,Female,2.01,8.42,7.42,65.89,FPS,4.05,7.34,278.85,7.16,Medium,95.92
1280,23,Male,2.47,7.35,6.27,63.46,RPG,1.65,3.7,279.82,7.68,Medium,79.35
1281,18,Female,4.93,6.97,8.11,69.67,RPG,2.31,9.01,260.84,12.52,Medium,81.3012645181445
1282,24,Female,1.38,1.93,7.95,89.46,RPG,0.92,4.05,293.23,2.96,Medium,71.52765816975264
1283,18,Female,3.3,3.44,8.0,93.52,RPG,4.11,7.69,271.5,11.19,Medium,67.05
1284,24,Female,3.86,1.05,4.47,94.47,Casual,4.78,5.29,282.82,9.67,Medium,32.96
1285,17,Female,3.67,2.24,8.11,70.81,Casual,1.46,7.45,287.83,5.35,Medium,67.3
1286,24,Male,7.79,4.95,5.07,86.44,FPS,3.91,13.07,236.01,19.9,Low,28.41
1287,23,Female,0.36,2.32,4.13,69.21,RPG,1.76,3.83,299.32,2.58,Medium,55.96
1288,24,Female,7.61,9.11,5.09,84.91,FPS,0.01,9.03,238.11,15.86,High,76.51838975758899
1289,20,Female,4.66,8.25,6.4,95.49,RPG,3.0,5.85,259.29,12.3,Medium,84.84
1290,17,Female,6.37,1.64,7.71,61.64,FPS,2.05,10.48,263.19,14.39,Low,27.06
1291,23,Female,3.44,3.24,5.09,99.41,Casual,3.79,4.79,281.32,9.34,Medium,56.04
1292,21,Female,3.63,8.37,4.57,93.08,FPS,3.74,4.99,288.6,10.49,High,81.61
1293,23,Male,7.03,8.23,7.23,90.47,Casual,4.73,10.16,241.2,15.75,Low,75.44389397833868
1294,20,Male,7.17,9.51,8.92,87.65,FPS,2.19,9.22,238.29,16.26,Low,94.62368883314664
1295,17,Male,1.91,9.98,7.0,90.81,Casual,2.41,3.93,293.4,6.22,Medium,108.067656311251
1296,21,Male,1.59,9.79,7.46,99.78,RPG,2.0,4.99,312.99,5.8,Medium,100.0
1297,20,Female,3.97,4.69,6.81,90.81,Casual,1.48,6.37,281.67,10.92,Medium,62.65
1298,20,Male,7.2,3.25,7.91,74.06,RPG,3.19,9.3,230.29,13.36,Low,35.36
1299,16,Male,2.58,7.83,8.88,84.56,Casual,4.14,6.15,284.64,5.66,Medium,98.1
1300,17,Other,5.22,3.69,6.72,73.48,Casual,0.79,7.67,250.24,9.15,Low,54.92
1301,23,Male,5.67,8.26,6.08,98.8,Casual,4.91,7.07,260.14,15.41,Low,91.50252958123973
1302,18,Male,6.23,5.81,8.3,96.01,FPS,3.42,10.64,247.6,11.31,Low,63.49
1303,18,Male,4.51,8.15,8.85,82.7,RPG,3.9,8.44,268.76,13.63,Medium,97.68
1304,23,Male,3.22,3.48,4.65,91.25,FPS,4.99,5.28,277.75,8.41,Medium,57.4
1305,23,Female,7.74,5.57,6.89,96.39,FPS,2.52,11.65,241.7,15.68,Low,43.19
1306,17,Female,4.89,6.08,7.96,69.74,Casual,0.36,10.67,246.43,10.13,Medium,67.02
1307,23,Female,5.83,9.49,6.67,83.18,FPS,3.95,11.61,257.86,14.47,Low,93.90115561105384
1308,16,Male,2.76,3.4,6.05,79.27,FPS,4.35,6.42,296.7,6.9,Medium,55.53
1309,21,Female,5.36,9.43,7.28,90.86,FPS,0.81,6.85,252.51,12.26,Low,89.98359083334593
1310,23,Male,2.06,8.24,5.35,75.16,FPS,0.12,5.35,280.78,1.37,High,89.73
1311,18,Male,1.96,7.58,5.75,88.36,FPS,0.68,3.09,300.31,4.11,High,92.5
1312,23,Male,5.72,8.08,8.96,76.12,FPS,1.62,8.8,263.32,11.23,Low,98.95894442920094
1313,16,Male,4.17,6.45,7.18,64.44,FPS,4.62,9.72,287.68,13.67,Medium,68.69
1314,24,Male,5.47,3.2,8.36,64.28,RPG,0.01,8.81,260.93,13.43,Low,51.599154499385435
1315,24,Male,2.16,2.71,8.04,64.76,FPS,4.02,5.91,287.94,5.18,Medium,66.1
1316,20,Other,4.79,8.8,7.26,61.3,Casual,4.27,6.58,269.45,13.32,Medium,75.13
1317,19,Male,3.55,7.53,8.2,81.32,Casual,4.06,4.63,282.41,6.77,Medium,90.15
1318,21,Male,4.78,2.92,5.44,86.88,FPS,0.41,10.75,265.86,12.34,Medium,36.88
1319,22,Male,2.33,6.54,7.19,65.07,FPS,3.4,5.02,283.19,6.55,Medium,77.8
1320,20,Female,5.72,5.03,6.95,84.47,FPS,4.77,8.12,257.34,14.46,Low,49.42
1321,24,Male,6.45,2.43,7.11,83.91,Casual,0.6,10.31,247.3,14.85,Low,43.52
1322,18,Female,2.08,5.79,4.84,65.88,RPG,0.16,6.81,319.32,9.37,Medium,68.53
1323,22,Other,2.4,3.53,5.39,76.16,RPG,4.37,4.66,292.08,5.13,Medium,61.07438669394042
1324,20,Male,5.29,1.87,5.43,90.21,Casual,3.22,8.91,273.47,10.43,Low,26.98
1325,22,Male,5.56,5.2,7.01,60.67,Casual,3.23,8.22,267.19,15.64,Low,50.02769025889708
1326,17,Male,5.63,6.31,8.86,65.88,Casual,4.82,9.03,252.94,12.33,Low,70.6
1327,19,Female,5.46,1.42,8.77,99.83,Casual,3.85,7.27,266.85,13.01,Low,49.81
1328,17,Male,3.14,4.62,5.14,89.34,Casual,1.99,6.69,274.49,9.59,Medium,56.75
1329,22,Male,3.16,3.32,5.52,78.57,Casual,2.18,4.4,280.16,11.11,Medium,47.15
1330,17,Male,2.04,1.28,4.18,85.19,FPS,0.72,7.24,290.16,6.09,Medium,53.37
1331,16,Female,1.25,2.13,5.99,93.85,Casual,1.52,5.39,303.42,5.63,Medium,73.88
