student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score
S2538,7.43,Civil,2,1,1,0,1,91.7,5.9
S2539,8.66,Civil,3,1,1,0,0,46.7,6.4
S2540,9.81,ECE,2,0,1,0,0,71.7,7.9
S2541,8.32,Civil,2,1,0,0,1,47.6,5.8
S2542,5.87,IT,1,0,1,0,0,38.6,5.0
S2543,7.46,CSE,3,1,1,0,0,52.2,4.2
S2544,6.2,Mechanical,1,1,1,0,0,24.3,7.5
S2545,7.24,EEE,1,1,1,0,0,8.8,4.6
S2546,6.14,EEE,3,1,0,0,1,43.0,9.2
S2547,5.1,CSE,1,1,1,0,0,42.1,8.2
S2548,7.96,CSE,2,1,0,0,1,69.1,9.0
S2549,8.76,EEE,1,1,0,0,0,79.8,9.0
S2550,7.85,Civil,3,1,0,1,0,11.3,4.8
S2551,8.64,Mechanical,2,0,0,0,0,90.9,6.9
S2552,8.9,Civil,3,0,1,0,0,10.5,4.8
S2553,9.93,IT,1,0,1,0,1,38.6,7.7
S2554,6.36,Civil,1,1,1,0,0,65.3,5.8
S2555,6.8,Civil,1,1,1,0,1,36.4,4.5
S2556,9.72,Mechanical,1,1,1,0,0,57.3,5.9
S2557,5.7,Civil,3,1,1,1,0,45.7,5.3
S2558,7.82,IT,1,1,1,0,1,98.1,5.4
S2559,8.01,Civil,1,1,0,0,0,51.9,5.5
S2560,9.18,CSE,2,1,0,0,1,98.9,4.3
S2561,6.44,Mechanical,1,0,0,0,1,71.2,9.4
S2562,5.59,CSE,2,0,0,0,0,51.6,6.4
S2563,9.22,Mechanical,3,1,1,0,0,41.2,7.6
S2564,7.45,IT,1,0,1,0,0,29.2,9.9
S2565,6.7,EEE,2,1,1,0,0,20.3,6.1
S2566,5.32,ECE,1,1,0,0,0,20.5,8.9
S2567,6.01,ECE,1,0,1,0,0,0.9,5.7
S2568,5.05,Mechanical,1,1,0,0,0,7.2,6.4
S2569,7.38,ECE,1,1,0,0,1,15.8,6.6
S2570,9.89,CSE,2,0,1,0,1,39.7,7.0
S2571,8.4,EEE,1,0,0,0,0,99.2,6.5
S2572,7.16,Mechanical,1,1,0,1,1,39.7,5.7
S2573,9.52,IT,3,1,0,0,1,15.8,7.3
S2574,6.54,IT,1,1,1,1,0,27.0,8.2
S2575,7.6,IT,1,1,1,1,1,44.0,8.5
S2576,5.38,CSE,1,1,0,1,0,5.9,5.8
S2577,9.1,CSE,1,0,0,0,1,93.3,5.3
S2578,7.21,Civil,3,1,0,1,0,85.8,5.0
S2579,9.8,EEE,3,0,0,1,0,53.5,8.5
S2580,6.01,Civil,1,0,1,0,0,43.6,6.8
S2581,9.78,IT,3,1,0,0,0,67.6,7.4
S2582,6.18,Mechanical,2,1,1,0,0,9.8,5.0
S2583,5.4,EEE,1,0,0,0,0,28.5,4.9
S2584,6.94,Mechanical,3,1,1,1,0,93.9,7.4
S2585,9.1,Mechanical,1,0,0,1,1,31.8,7.8
S2586,7.17,Mechanical,1,0,1,0,1,78.0,4.9
S2587,9.66,ECE,2,1,0,0,1,98.7,5.5
S2588,6.18,Mechanical,1,1,0,0,1,38.3,6.8
S2589,6.51,CSE,3,0,1,0,0,80.3,7.1
S2590,9.94,Mechanical,2,0,0,1,0,65.1,6.6
S2591,7.52,EEE,3,1,0,0,1,21.7,6.3
S2592,5.97,ECE,1,1,0,0,0,92.7,10.0
S2593,9.57,CSE,1,0,1,1,0,32.7,6.5
S2594,5.37,EEE,1,1,1,0,0,26.0,6.9
S2595,8.92,IT,3,1,1,1,1,59.5,9.4
S2596,9.77,CSE,3,1,0,1,1,55.3,5.1
S2597,5.84,ECE,1,1,0,0,0,47.4,7.7
S2598,7.33,ECE,2,1,1,0,1,6.7,4.4
S2599,5.61,CSE,1,0,0,0,0,11.5,9.6
S2600,9.98,Mechanical,1,1,1,0,1,9.8,9.6
S2601,6.55,CSE,2,1,0,1,0,14.8,8.5
S2602,8.07,CSE,1,1,1,0,0,33.6,8.2
S2603,6.67,Mechanical,3,1,0,0,0,79.6,7.8
S2604,8.62,ECE,2,1,0,1,0,38.5,5.5
S2605,6.42,Civil,3,0,0,1,1,11.4,9.3
S2606,8.24,ECE,1,0,1,0,1,28.8,5.7
S2607,6.96,ECE,1,1,1,1,0,82.3,4.3
S2608,6.22,IT,3,1,1,0,1,95.6,7.1
S2609,9.32,IT,2,1,1,0,0,22.6,5.8
S2610,5.63,CSE,2,0,0,0,0,41.6,6.8
S2611,5.41,CSE,2,1,1,0,1,57.9,8.2
S2612,8.69,IT,3,1,1,0,1,95.2,6.5
S2613,5.31,IT,2,1,0,0,0,59.2,4.3
S2614,5.78,ECE,1,0,1,0,1,42.8,7.8
S2615,8.05,Civil,1,1,1,1,1,42.2,4.2
S2616,5.45,ECE,1,1,0,0,0,78.1,5.0
S2617,7.97,IT,1,1,0,1,0,61.0,4.6
S2618,8.82,ECE,1,1,0,0,0,28.8,4.2
S2619,9.42,EEE,2,0,0,0,0,28.9,5.5
S2620,7.42,IT,2,1,1,0,0,96.5,6.6
S2621,6.66,ECE,3,1,0,0,0,58.2,9.1
S2622,7.2,Civil,3,1,0,0,0,80.2,8.1
S2623,8.57,Mechanical,3,1,1,0,0,19.7,7.4
S2624,7.99,CSE,2,1,0,0,1,61.1,4.5
S2625,7.38,IT,3,1,1,1,1,7.7,7.6
S2626,6.33,EEE,2,1,0,0,0,55.8,4.6
S2627,8.59,Civil,2,1,0,0,1,39.9,6.9
S2628,7.54,IT,2,1,1,1,0,44.9,6.8
S2629,5.08,Mechanical,1,1,0,0,1,65.8,4.2
S2630,6.54,Mechanical,1,1,1,0,0,54.2,7.9
S2631,8.83,CSE,1,0,0,1,0,37.1,8.2
S2632,7.32,Civil,3,0,0,0,1,37.9,5.8
S2633,9.3,CSE,2,1,0,0,0,38.2,7.9
S2634,9.01,EEE,3,1,1,0,1,84.6,6.4
S2635,7.14,EEE,2,1,1,0,0,55.3,7.4
S2636,7.33,CSE,3,0,0,0,0,12.4,4.1
S2637,6.91,CSE,3,0,0,0,1,27.1,5.1
S2638,8.99,Civil,2,1,1,0,0,82.3,9.2
S2639,6.45,IT,2,1,1,0,1,14.4,8.4
S2640,7.93,IT,3,1,1,0,0,3.7,4.2
S2641,7.77,CSE,1,1,1,0,0,10.6,5.5
S2642,5.09,Civil,2,1,1,0,0,85.2,8.0
S2643,6.83,Civil,2,1,1,1,1,68.8,9.5
S2644,8.91,EEE,2,1,1,1,1,56.9,9.3
S2645,5.07,Civil,2,0,1,1,1,26.1,7.1
S2646,6.78,ECE,3,0,1,0,0,93.2,5.2
S2647,5.97,Civil,3,1,1,0,1,13.3,5.9
S2648,8.17,Civil,1,1,1,1,1,58.2,9.4
S2649,9.69,Civil,2,1,0,1,0,46.3,8.2
S2650,6.28,ECE,2,1,0,0,0,24.2,6.3
S2651,7.16,ECE,3,0,1,0,0,35.6,6.7
S2652,5.36,Civil,1,1,0,0,0,70.4,4.5
S2653,5.5,Civil,1,1,0,1,0,23.5,5.8
S2654,8.98,CSE,1,1,0,0,0,47.6,6.1
S2655,9.39,ECE,2,1,0,0,0,29.7,4.9
S2656,9.76,ECE,2,0,1,0,1,48.2,9.6
S2657,6.82,Civil,3,1,1,1,1,59.9,4.9
S2658,5.17,Mechanical,3,1,1,0,0,59.5,7.2
S2659,6.87,IT,2,1,1,0,1,90.5,6.8
S2660,7.31,Mechanical,1,1,0,0,0,29.6,7.8
S2661,8.79,Civil,2,1,1,1,0,41.1,5.2
S2662,5.48,Civil,1,0,1,1,1,74.4,6.3
S2663,7.58,ECE,2,1,1,1,0,34.8,9.9
S2664,6.37,ECE,1,1,1,0,1,7.1,4.1
S2665,6.02,ECE,2,1,0,0,1,63.6,6.7
S2666,9.43,EEE,3,1,1,0,0,54.6,9.2
S2667,6.73,EEE,3,0,0,0,0,87.5,4.1
S2668,6.89,Mechanical,3,0,1,0,0,2.8,9.7
S2669,8.88,Mechanical,2,0,1,0,0,3.6,9.5
S2670,6.93,Mechanical,2,0,0,1,1,64.3,5.5
S2671,9.49,IT,2,1,1,0,0,32.9,4.8
S2672,6.76,CSE,2,1,0,1,0,9.5,8.1
S2673,5.34,ECE,1,0,1,0,0,33.2,8.9
S2674,6.16,IT,2,1,1,0,1,41.5,7.2
S2675,6.78,Civil,1,0,0,1,1,68.2,7.0
S2676,6.77,IT,1,0,1,0,1,77.3,7.5
S2677,7.97,ECE,2,1,0,1,1,46.5,6.7
S2678,7.59,EEE,2,0,0,0,1,54.2,5.1
S2679,8.75,EEE,3,1,1,0,0,42.7,9.8
S2680,9.58,ECE,1,1,0,1,0,49.0,6.5
S2681,5.3,CSE,1,1,0,0,1,48.8,7.6
S2682,9.89,EEE,3,1,1,0,0,1.1,4.3
S2683,7.08,ECE,3,1,1,0,0,47.2,9.8
S2684,9.85,EEE,3,0,0,1,1,97.9,6.9
S2685,8.38,EEE,2,1,0,1,0,30.8,7.1
S2686,5.24,ECE,1,1,0,0,0,88.6,4.8
S2687,7.04,IT,2,0,1,0,1,19.6,8.9
S2688,7.58,ECE,1,1,1,0,0,25.0,10.0
S2689,7.8,ECE,2,1,1,0,0,1.8,6.6
S2690,6.87,IT,3,0,0,1,1,55.6,5.4
S2691,7.29,Civil,3,0,1,0,1,39.2,4.8
S2692,7.82,ECE,1,1,1,1,0,54.1,4.7
S2693,9.22,Civil,3,1,0,0,0,11.2,8.4
S2694,9.73,IT,1,1,0,0,1,20.0,4.5
S2695,8.69,CSE,2,1,1,1,1,98.6,7.9
S2696,6.37,EEE,2,0,1,1,1,83.1,8.9
S2697,5.54,IT,1,1,0,0,1,88.6,8.2
S2698,6.52,Civil,2,0,1,0,0,94.3,8.1
S2699,9.55,IT,2,0,1,0,0,75.0,5.0
S2700,9.04,Mechanical,1,1,0,1,0,85.9,7.0
S2701,5.59,CSE,1,1,0,0,0,74.3,5.0
S2702,8.07,EEE,1,0,1,1,0,78.1,9.5
S2703,5.85,ECE,1,1,1,0,0,16.6,7.9
S2704,9.23,Civil,3,1,0,0,1,7.2,9.7
S2705,5.13,Civil,3,1,0,0,0,38.2,6.5
S2706,9.05,EEE,2,0,1,1,1,92.5,7.1
S2707,9.01,Mechanical,3,1,1,0,1,72.5,4.2
S2708,9.73,EEE,2,1,0,0,1,91.8,6.1
S2709,5.69,Civil,2,0,1,0,1,80.9,9.4
S2710,5.68,IT,3,1,1,0,0,3.5,5.6
S2711,5.8,Mechanical,1,1,1,1,0,30.9,5.5
S2712,8.52,CSE,2,1,0,1,0,58.3,6.7
S2713,8.97,EEE,2,1,1,1,0,41.0,7.2
S2714,6.01,ECE,1,0,1,1,0,25.0,6.3
S2715,8.34,Mechanical,3,0,1,0,0,89.3,9.2
S2716,6.07,ECE,1,1,0,0,1,9.0,9.7
S2717,8.88,CSE,3,1,1,0,1,1.9,8.2
S2718,7.54,Civil,3,0,0,1,0,91.8,8.0
S2719,7.07,Mechanical,2,1,0,1,1,54.1,6.4
S2720,6.26,EEE,2,0,0,0,1,99.6,4.3
S2721,9.53,Civil,2,0,0,1,0,93.3,9.6
S2722,5.93,IT,3,0,1,0,0,75.1,4.3
S2723,9.87,EEE,2,0,1,0,0,51.9,6.0
S2724,8.05,ECE,1,0,0,1,1,51.1,6.3
S2725,9.11,ECE,2,1,1,0,1,53.8,7.5
S2726,9.07,EEE,3,1,1,0,1,12.3,4.6
S2727,5.76,IT,3,1,0,0,0,57.4,4.9
S2728,6.78,Civil,2,0,0,0,0,89.7,8.8
S2729,7.43,ECE,1,0,1,0,0,0.2,8.9
S2730,5.58,Civil,2,1,1,0,0,26.1,7.9
S2731,5.87,Mechanical,3,1,1,1,1,10.4,5.8
S2732,8.83,CSE,1,1,0,0,0,21.8,5.5
S2733,7.37,ECE,2,1,1,0,1,93.1,7.5
S2734,8.3,CSE,3,1,0,1,0,27.8,7.9
S2735,6.46,CSE,1,1,0,0,0,90.3,6.8
S2736,9.39,Civil,2,1,0,0,0,2.8,6.4
S2737,6.74,IT,3,0,0,0,0,77.8,5.3
S2738,5.93,EEE,3,0,1,0,0,69.4,4.0
S2739,6.53,IT,1,1,1,0,0,29.6,8.0
S2740,5.27,ECE,3,1,1,0,0,87.1,9.8
S2741,9.53,CSE,2,1,0,1,0,0.7,8.6
S2742,7.31,EEE,3,1,0,0,1,85.3,4.8
S2743,7.7,IT,1,1,0,0,0,75.3,8.9
S2744,8.81,IT,2,1,0,0,1,84.7,6.7
S2745,6.47,Civil,3,0,1,0,0,85.2,6.7
S2746,6.87,EEE,1,0,1,0,1,99.5,5.9
S2747,6.88,EEE,1,0,1,1,0,9.0,4.2
S2748,9.46,Civil,3,1,1,0,1,84.0,5.9
S2749,7.2,CSE,1,1,0,0,0,57.4,6.4
S2750,6.64,EEE,1,0,1,0,1,64.0,8.3
S2751,5.33,Mechanical,2,1,0,0,0,89.8,7.7
S2752,5.63,ECE,3,1,1,0,0,58.9,6.2
S2753,9.19,Civil,1,0,1,0,0,13.1,4.6
S2754,7.53,ECE,3,0,1,0,1,13.9,5.0
S2755,8.22,ECE,1,0,0,0,0,54.9,6.7
S2756,8.21,IT,2,0,1,1,0,85.9,6.1
S2757,6.87,Civil,1,0,1,0,1,20.6,6.6
S2758,9.44,IT,1,1,0,0,1,50.9,4.9
S2759,6.75,ECE,2,0,0,0,0,77.9,4.8
S2760,9.84,Civil,2,1,0,0,1,17.6,9.6
S2761,7.56,CSE,2,1,1,1,1,32.0,6.8
S2762,9.73,Mechanical,3,1,1,0,0,93.1,5.6
S2763,6.87,Mechanical,1,1,1,1,1,61.7,9.2
S2764,5.54,CSE,3,0,1,0,0,60.6,9.6
S2765,9.94,Mechanical,2,0,1,0,0,89.0,4.7
S2766,6.23,Civil,2,1,0,0,0,30.1,8.7
S2767,5.84,Civil,3,0,0,0,0,92.9,4.1
S2768,7.02,Civil,2,1,1,0,1,6.1,5.7
S2769,7.23,Mechanical,3,1,0,0,1,81.9,5.8
S2770,5.63,IT,1,1,1,0,1,8.3,8.6
S2771,7.46,Mechanical,2,1,1,1,1,97.9,5.5
S2772,5.83,EEE,2,1,1,1,1,6.1,7.8
S2773,7.31,IT,1,1,1,1,0,88.4,6.4
S2774,7.31,IT,3,0,0,0,0,25.7,6.0
S2775,5.07,IT,3,0,1,0,0,66.1,5.4
S2776,9.3,Mechanical,3,1,0,0,0,87.1,9.3
S2777,8.56,EEE,2,1,0,0,0,26.1,5.9
S2778,7.16,CSE,1,1,1,0,0,88.3,6.3
S2779,7.42,EEE,2,1,0,1,0,63.2,9.5
S2780,8.79,Civil,2,1,0,1,1,36.4,7.5
S2781,8.89,EEE,3,0,0,1,1,17.9,6.5
S2782,5.06,Mechanical,2,1,1,1,1,39.8,7.2
S2783,5.56,Civil,2,1,1,1,1,85.9,6.4
S2784,9.05,Civil,1,1,0,0,1,70.3,7.0
S2785,5.21,IT,3,0,1,0,1,32.1,9.5
S2786,6.74,Civil,1,1,0,1,0,63.0,7.0
S2787,8.95,IT,1,0,1,1,0,1.0,7.3
S2788,7.37,CSE,2,0,1,0,0,25.6,9.7
S2789,6.93,CSE,1,0,0,0,0,55.9,4.4
S2790,5.34,EEE,1,1,0,0,1,12.9,9.8
S2791,6.43,CSE,1,0,0,0,0,46.2,5.2
S2792,8.0,EEE,1,0,1,1,0,7.9,5.2
S2793,8.31,CSE,1,0,1,0,0,77.4,9.6
S2794,8.97,Civil,1,1,0,0,0,27.5,9.9
S2795,5.6,CSE,3,0,1,0,0,22.9,7.9
S2796,8.95,IT,3,1,1,0,0,87.5,7.1
S2797,7.91,IT,3,1,1,1,1,77.6,8.5
S2798,6.55,CSE,1,0,1,0,1,5.1,5.7
S2799,8.81,Civil,2,0,0,1,0,75.9,6.2
S2800,8.15,ECE,1,1,0,0,0,40.5,5.7
S2801,5.72,Mechanical,3,1,0,0,1,63.7,9.3
S2802,7.15,CSE,3,0,1,1,0,60.6,5.0
S2803,5.73,Mechanical,1,0,0,1,1,0.2,9.2
S2804,8.86,ECE,1,1,1,0,0,38.2,4.2
S2805,8.25,Civil,1,1,0,0,1,86.9,8.5
S2806,7.22,Mechanical,3,1,0,0,1,67.3,7.6
S2807,8.45,ECE,3,0,1,0,1,19.7,4.8
S2808,7.55,EEE,3,1,1,1,1,23.5,5.6
S2809,8.12,IT,2,1,1,0,0,16.7,5.5
S2810,6.24,EEE,1,1,1,0,0,73.2,8.2
S2811,9.82,EEE,1,0,0,1,0,9.4,7.0
S2812,5.89,CSE,2,1,1,0,0,24.3,5.2
S2813,6.42,Mechanical,1,1,1,0,0,31.2,5.0
S2814,9.97,ECE,3,1,1,1,1,94.4,6.5
S2815,5.73,Mechanical,3,1,1,0,0,34.4,8.3
S2816,7.71,CSE,2,0,0,0,1,4.1,8.2
S2817,8.41,EEE,1,0,1,0,1,44.8,10.0
S2818,6.74,EEE,2,1,0,0,0,92.2,9.6
S2819,6.83,Mechanical,3,1,0,0,1,64.8,6.0
S2820,9.67,Civil,2,1,0,0,1,39.9,8.4
S2821,8.04,Mechanical,2,1,1,1,1,2.9,9.7
S2822,8.33,EEE,1,1,0,0,1,19.6,7.9
S2823,7.62,EEE,3,0,0,0,1,36.4,4.9
S2824,9.75,IT,1,1,0,1,1,21.3,6.7
S2825,6.54,Civil,1,1,1,0,0,94.2,9.7
S2826,9.4,EEE,3,1,1,1,1,13.3,7.1
S2827,7.77,CSE,1,1,1,0,0,8.9,8.4
S2828,9.02,EEE,3,1,1,1,1,33.1,7.7
S2829,6.84,Civil,1,0,0,0,0,59.3,7.0
S2830,8.23,ECE,1,0,0,0,0,43.6,9.4
S2831,7.44,IT,3,1,1,0,0,43.0,5.4
S2832,9.12,CSE,1,1,0,0,1,23.6,9.5
S2833,8.71,Civil,2,0,0,0,0,44.3,5.8
S2834,8.79,Civil,3,1,1,1,1,48.0,6.0
S2835,6.41,Civil,2,1,1,1,0,73.5,9.5
S2836,7.99,EEE,3,0,1,1,0,47.6,9.9
S2837,5.48,EEE,3,0,1,0,1,10.3,9.6
S2838,6.53,IT,2,1,0,0,0,94.4,6.6
S2839,8.96,CSE,2,0,1,0,0,31.8,4.7
S2840,9.65,EEE,2,0,0,0,0,79.1,5.7
S2841,5.01,Civil,1,1,1,0,0,99.4,9.2
S2842,7.06,CSE,3,1,1,0,1,86.4,4.9
S2843,5.96,CSE,2,0,0,1,1,55.2,8.2
S2844,9.41,IT,2,1,1,0,0,45.5,5.8
S2845,5.64,IT,2,1,1,0,1,35.7,8.3
S2846,8.76,CSE,3,1,1,1,1,71.2,9.7
S2847,8.36,EEE,1,0,0,0,0,18.7,7.9
S2848,6.52,ECE,3,0,0,0,1,51.7,6.3
S2849,7.59,EEE,2,1,0,0,0,94.1,5.3
S2850,5.0,Mechanical,2,1,1,0,1,33.3,7.7
S2851,9.68,CSE,2,1,1,0,1,13.5,9.4
S2852,7.5,EEE,2,0,1,0,0,24.6,7.2
S2853,7.24,EEE,2,1,0,0,0,69.3,9.8
S2854,5.13,CSE,1,1,0,1,0,38.6,4.6
S2855,9.33,Mechanical,3,0,0,0,1,80.5,5.1
S2856,7.06,Civil,1,1,0,0,0,88.4,9.4
S2857,7.9,EEE,1,1,1,0,1,30.5,6.6
S2858,9.45,Civil,2,1,0,1,1,47.1,5.5
S2859,8.79,CSE,3,1,1,1,1,67.6,9.2
S2860,5.76,Civil,3,0,1,1,0,89.9,7.5
S2861,6.29,EEE,3,1,0,0,0,48.0,8.0
S2862,5.43,Mechanical,1,1,0,1,0,97.4,7.9
S2863,9.63,ECE,2,1,1,0,0,12.1,9.5
S2864,8.88,Mechanical,3,1,1,0,0,27.3,5.8
S2865,8.7,ECE,2,1,1,1,1,20.2,10.0
S2866,9.6,CSE,3,1,0,0,1,57.4,9.8
S2867,7.49,IT,2,1,0,0,1,6.8,6.2
S2868,6.15,Civil,3,1,0,0,0,18.6,5.6
S2869,8.15,CSE,3,0,0,0,1,39.9,6.5
S2870,6.42,EEE,1,1,0,1,0,97.9,9.8
S2871,6.49,ECE,2,0,0,1,0,45.2,7.4
S2872,6.65,EEE,2,1,0,0,1,13.2,4.8
S2873,7.77,Civil,1,0,0,0,0,86.9,6.1
S2874,6.79,IT,3,1,0,0,0,17.4,5.5
S2875,9.64,ECE,3,1,0,1,0,97.4,8.9
S2876,8.12,Civil,1,0,1,0,1,78.0,6.3
S2877,5.84,CSE,2,0,1,1,1,10.1,9.4
S2878,8.94,CSE,3,1,1,0,0,69.7,5.1
S2879,7.16,ECE,1,1,0,1,1,2.4,6.3
S2880,6.08,Civil,2,1,1,1,1,40.2,4.7
S2881,9.59,ECE,1,1,0,0,1,50.0,8.4
S2882,9.65,Mechanical,1,1,0,0,0,33.3,8.5
S2883,7.13,EEE,3,1,0,1,0,67.9,8.0
S2884,7.74,ECE,3,0,1,0,0,32.5,10.0
S2885,9.94,EEE,1,1,0,0,1,37.1,4.9
S2886,7.44,ECE,2,0,0,0,1,69.5,9.2
S2887,6.0,IT,3,0,1,0,1,53.4,6.5
S2888,9.87,ECE,2,0,1,0,0,90.4,6.1
S2889,8.5,IT,2,1,1,0,0,33.8,5.4
S2890,8.71,Mechanical,1,1,1,0,1,91.9,7.9
S2891,6.73,ECE,1,1,1,0,1,30.0,9.1
S2892,8.9,Mechanical,2,0,1,0,1,35.3,7.0
S2893,6.88,Mechanical,3,1,1,0,0,42.7,7.8
S2894,5.84,Civil,3,1,0,0,0,23.9,8.4
S2895,8.42,Mechanical,2,0,0,0,0,82.9,9.0
S2896,7.03,CSE,3,1,1,0,1,87.9,8.8
S2897,5.91,EEE,1,1,1,0,0,10.3,8.9
S2898,7.49,CSE,3,1,0,0,1,56.0,9.4
S2899,7.4,Mechanical,2,0,0,1,0,43.5,9.3
S2900,7.5,EEE,3,1,0,0,0,82.3,4.2
S2901,7.4,IT,2,1,1,0,0,70.4,6.0
S2902,6.45,ECE,3,1,1,1,0,60.7,8.3
S2903,7.49,Civil,3,1,0,0,0,53.7,4.3
S2904,7.35,IT,1,0,1,0,1,15.9,6.3
S2905,7.98,Mechanical,2,1,1,0,1,62.3,6.1
S2906,7.91,Civil,3,1,1,0,1,54.4,6.7
S2907,6.88,ECE,3,0,1,0,1,3.4,4.1
S2908,6.94,Mechanical,3,0,1,1,0,69.5,5.8
S2909,7.75,EEE,3,1,0,0,0,2.9,8.7
S2910,5.8,Mechanical,1,1,1,0,0,6.4,9.9
S2911,5.16,EEE,1,0,1,0,0,24.8,6.5
S2912,6.67,IT,3,1,0,0,0,79.4,9.7
S2913,6.1,Civil,2,1,1,0,1,79.6,5.3
S2914,7.58,EEE,2,1,0,1,1,7.7,4.7
S2915,5.41,Civil,1,0,1,0,0,55.7,5.2
S2916,7.92,EEE,2,1,1,1,1,15.3,6.8
S2917,9.86,Civil,1,0,1,0,1,98.0,7.2
S2918,6.73,Civil,3,1,1,0,0,80.7,7.9
S2919,6.45,EEE,1,0,1,0,1,48.0,9.5
S2920,6.16,IT,1,0,1,0,1,95.9,8.9
S2921,7.39,IT,2,0,0,1,1,55.9,7.8
S2922,9.37,EEE,3,0,0,1,0,55.1,7.4
S2923,8.36,EEE,3,1,1,0,0,72.0,7.7
S2924,6.5,IT,1,0,1,1,1,25.3,8.6
S2925,7.03,IT,1,1,1,0,0,1.1,8.1
S2926,9.91,ECE,3,1,1,1,0,56.3,8.4
S2927,7.44,Civil,1,1,1,0,1,9.1,9.2
S2928,6.06,CSE,1,0,1,0,0,45.2,5.0
S2929,7.0,ECE,3,1,0,0,0,78.4,9.9
S2930,9.67,CSE,2,1,1,0,0,10.4,9.3
S2931,6.2,Civil,3,1,0,0,0,25.0,9.9
S2932,6.73,CSE,2,0,1,0,0,67.5,9.3
S2933,5.2,IT,1,0,1,1,0,40.2,6.1
S2934,9.64,Mechanical,3,1,0,1,0,46.2,8.6
S2935,8.0,EEE,1,0,0,1,0,34.9,5.2
S2936,9.68,Mechanical,1,1,1,0,0,14.8,8.3
S2937,7.92,ECE,3,1,0,1,0,69.1,6.4
S2938,5.33,Civil,3,1,1,0,1,99.4,5.0
S2939,6.28,EEE,1,1,1,0,1,17.2,9.4
S2940,7.55,CSE,1,0,0,0,0,45.8,6.9
S2941,7.92,ECE,2,1,1,1,0,31.8,5.9
S2942,7.86,ECE,3,1,0,0,1,96.1,4.2
S2943,8.5,CSE,2,1,1,0,0,36.4,4.5
S2944,9.19,Mechanical,2,0,0,0,1,81.3,7.4
S2945,6.97,ECE,3,1,0,0,0,55.7,4.2
S2946,7.68,EEE,3,1,0,1,0,90.0,5.2
S2947,6.33,ECE,1,1,1,0,0,55.4,6.9
S2948,8.67,EEE,3,1,0,0,1,11.6,9.5
S2949,7.4,ECE,1,1,0,0,1,75.3,4.1
S2950,8.37,Civil,3,0,1,0,1,13.2,4.1
S2951,6.36,CSE,3,1,0,1,1,41.3,7.5
S2952,6.15,ECE,3,1,0,0,0,31.0,4.7
S2953,5.55,EEE,2,0,1,0,1,92.8,4.4
S2954,9.28,Civil,1,0,0,0,1,75.8,8.3
S2955,9.65,EEE,2,0,0,0,0,60.0,5.6
S2956,8.78,EEE,2,1,1,0,1,7.8,7.8
S2957,7.01,CSE,1,1,1,0,1,30.6,8.6
S2958,6.22,IT,1,1,0,0,1,74.8,9.1
S2959,8.38,Civil,2,1,0,0,0,97.5,8.9
S2960,6.64,CSE,2,0,1,0,0,85.9,9.1
S2961,7.47,EEE,2,1,1,0,0,9.0,4.3
S2962,9.31,Civil,2,1,1,0,0,11.0,4.8
S2963,6.05,ECE,3,0,1,0,0,95.7,9.6
S2964,8.78,EEE,1,0,0,0,1,85.0,5.3
S2965,8.83,Civil,2,1,0,1,0,35.2,9.1
S2966,9.63,ECE,2,1,0,1,1,22.8,7.7
S2967,9.98,EEE,3,1,0,0,0,1.9,6.8
S2968,8.31,CSE,3,1,0,0,1,17.7,6.2
S2969,7.13,Civil,2,0,0,0,1,7.2,6.1
S2970,5.56,CSE,2,1,0,0,0,20.1,4.1
S2971,7.92,IT,3,1,0,0,0,62.5,6.7
S2972,7.65,ECE,3,1,1,1,0,18.5,6.8
S2973,5.89,CSE,1,1,1,0,0,48.1,5.4
S2974,5.14,Mechanical,3,0,1,1,1,11.6,7.2
S2975,8.15,Civil,1,1,0,1,0,90.5,9.7
S2976,5.04,ECE,2,1,0,0,1,24.8,6.4
S2977,9.41,EEE,3,1,0,0,1,2.3,6.7
S2978,9.22,ECE,1,1,1,0,1,56.9,9.8
S2979,9.46,ECE,1,1,0,1,0,93.6,8.4
S2980,9.05,EEE,2,0,0,0,0,98.0,6.7
S2981,6.75,EEE,2,1,0,0,1,32.7,7.1
S2982,5.6,CSE,1,1,1,0,1,86.5,8.4
S2983,8.46,CSE,2,1,1,0,0,91.7,4.1
S2984,9.88,ECE,3,1,1,0,0,20.4,5.8
S2985,9.27,CSE,2,1,1,0,0,85.1,6.3
S2986,7.62,Mechanical,2,1,1,0,1,44.3,7.1
S2987,6.57,CSE,2,1,0,0,0,14.6,6.4
S2988,9.7,IT,3,0,0,1,0,84.4,9.0
S2989,9.0,CSE,3,1,0,0,0,9.1,7.6
S2990,6.09,EEE,3,1,0,0,0,60.1,6.6
S2991,9.62,CSE,1,0,1,0,0,96.4,9.3
S2992,6.83,IT,2,1,0,0,0,80.7,5.0
S2993,9.23,Civil,2,0,1,0,0,88.8,6.9
S2994,5.27,IT,2,0,1,1,1,60.3,6.5
S2995,9.59,Mechanical,1,1,1,0,0,17.6,8.7
S2996,5.95,Civil,3,1,1,0,0,13.6,6.2
S2997,9.6,IT,2,1,1,1,0,42.2,4.5
S2998,6.63,EEE,1,0,0,0,1,32.6,8.8
S2999,6.22,ECE,2,1,0,0,0,97.2,5.1
