student_id,CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected
1520,9.64,9,3,3,1,4,7,4,Yes,Tier 1,1,9,3,9,9,10,6,2,Yes,0
1521,5.3,6,5,3,5,9,8,10,Yes,Tier 2,0,4,5,1,3,2,6,0,Yes,0
1522,9.67,5,0,1,8,5,5,6,No,Tier 3,2,3,7,1,8,1,5,4,Yes,1
1523,6.76,4,3,3,9,6,8,9,Yes,Tier 2,5,7,8,1,3,3,4,3,Yes,1
1524,5.51,2,5,0,10,4,4,2,No,Tier 2,4,5,9,6,3,4,3,3,No,1
1525,7.43,2,3,1,3,1,8,5,Yes,Tier 2,0,7,6,7,3,10,4,5,No,1
1526,6.28,7,2,0,4,7,3,7,No,Tier 1,5,8,6,4,6,4,6,4,Yes,1
1527,6.42,5,0,3,7,7,8,4,No,Tier 1,2,3,1,10,7,9,4,1,No,1
1528,6.54,7,3,2,7,6,6,6,No,Tier 2,2,9,6,10,7,7,3,2,Yes,1
1529,9.02,1,3,3,1,4,9,6,Yes,Tier 2,4,1,5,8,1,9,6,5,Yes,0
1530,7.7,1,2,3,6,10,5,4,No,Tier 2,2,6,9,2,8,7,10,3,Yes,1
1531,6.56,5,5,2,9,8,1,4,Yes,Tier 3,2,7,4,9,6,7,3,3,No,0
1532,8.05,2,5,2,5,8,8,9,Yes,Tier 2,5,3,4,6,7,7,3,4,Yes,0
1533,8.58,8,1,0,8,1,3,1,No,Tier 1,4,1,2,6,5,5,3,3,No,1
1534,6.36,3,1,1,10,9,5,5,No,Tier 2,5,8,7,3,7,9,3,5,No,1
1535,7.07,1,5,1,9,8,2,9,No,Tier 3,3,2,6,6,1,6,6,0,No,0
1536,5.61,2,4,1,10,2,7,9,No,Tier 1,5,2,7,3,1,1,2,4,Yes,0
1537,5.91,10,4,0,10,9,5,9,Yes,Tier 2,1,8,9,6,10,6,10,0,Yes,1
1538,8.41,10,3,0,3,4,7,2,No,Tier 2,3,7,2,5,8,9,3,4,Yes,1
1539,5.91,7,5,2,1,10,7,7,No,Tier 2,1,3,10,2,6,7,5,5,Yes,0
1540,7.63,6,1,1,2,6,5,10,Yes,Tier 1,1,9,8,5,2,1,5,5,No,1
1541,8.55,8,3,3,5,2,5,8,Yes,Tier 2,4,3,8,1,6,9,3,0,No,0
1542,5.53,7,0,0,10,10,9,1,No,Tier 2,3,0,9,8,4,2,5,5,No,1
1543,7.84,10,1,3,7,4,3,2,Yes,Tier 2,5,0,6,4,3,7,1,2,No,1
1544,6.28,8,1,1,6,2,8,1,Yes,Tier 1,4,8,2,9,10,7,6,2,No,1
1545,9.81,3,1,1,4,9,1,9,Yes,Tier 3,5,0,5,2,9,1,10,4,Yes,0
1546,7.42,6,4,0,9,9,4,10,No,Tier 1,3,1,2,7,4,6,3,2,Yes,1
1547,9.03,7,2,0,4,5,2,5,Yes,Tier 3,2,6,4,7,10,5,8,5,Yes,1
1548,7.75,10,2,2,3,3,3,4,Yes,Tier 1,5,1,5,6,6,3,10,2,Yes,1
1549,5.22,1,4,3,5,3,6,8,Yes,Tier 2,0,3,8,4,10,2,2,5,Yes,1
1550,8.17,1,5,2,4,1,4,3,No,Tier 2,3,9,10,10,3,6,1,3,Yes,1
1551,9.76,7,5,2,2,8,1,8,Yes,Tier 2,3,1,9,3,6,10,9,4,Yes,1
1552,8.01,3,4,3,3,3,5,3,No,Tier 1,2,2,5,8,10,6,1,3,Yes,0
1553,9.1,3,4,1,7,4,3,6,No,Tier 2,2,5,6,3,8,2,6,0,Yes,1
1554,9.42,5,5,3,2,2,2,4,Yes,Tier 1,1,6,1,6,2,6,3,5,Yes,1
1555,6.14,6,2,1,1,8,4,8,Yes,Tier 1,0,1,1,2,6,6,10,3,No,0
1556,6.06,2,3,2,2,3,4,7,No,Tier 1,0,8,1,8,6,5,9,5,Yes,1
1557,8.05,3,4,1,8,2,3,5,No,Tier 2,0,1,2,8,5,4,5,5,No,1
1558,7.06,6,3,1,8,1,5,3,Yes,Tier 2,5,3,8,5,9,4,6,3,Yes,0
1559,9.2,3,3,1,10,10,5,5,Yes,Tier 2,3,4,5,1,5,10,2,3,Yes,0
1560,9.5,5,0,3,2,2,8,4,Yes,Tier 1,3,7,10,5,10,7,7,4,No,1
1561,6.77,9,2,1,6,2,10,8,Yes,Tier 2,4,3,3,4,8,8,5,1,No,1
1562,6.18,3,3,3,7,4,7,5,No,Tier 1,1,0,5,8,3,10,7,3,No,1
1563,8.9,6,2,0,1,1,9,10,No,Tier 3,2,6,8,9,2,2,1,1,No,1
1564,6.37,5,2,0,7,1,7,10,Yes,Tier 1,2,8,7,5,9,5,9,1,Yes,1
1565,9.11,5,0,2,8,6,2,5,Yes,Tier 3,2,4,10,8,3,8,4,1,No,0
1566,7.12,6,5,2,9,5,3,2,Yes,Tier 1,4,1,2,3,8,2,3,3,No,1
1567,8.34,6,2,3,8,1,6,9,Yes,Tier 2,4,8,10,1,2,9,7,0,No,1
1568,5.48,1,3,1,3,6,1,6,Yes,Tier 2,3,2,9,4,10,2,4,0,Yes,1
1569,8.12,9,5,1,8,8,8,1,No,Tier 2,4,1,10,3,6,4,8,3,Yes,1
1570,7.26,5,5,0,3,5,7,3,No,Tier 2,4,3,4,6,10,4,9,4,Yes,1
1571,7.93,1,1,3,6,3,6,4,Yes,Tier 2,2,3,6,10,2,1,9,2,Yes,1
1572,5.84,8,3,1,4,3,5,10,No,Tier 2,5,9,2,2,4,10,2,4,No,1
1573,8.68,7,3,1,7,2,10,10,No,Tier 1,5,4,5,7,4,1,9,5,Yes,1
1574,9.31,7,2,3,8,9,5,2,No,Tier 1,4,0,6,3,8,4,6,5,Yes,1
1575,6.08,5,3,2,10,9,8,10,Yes,Tier 3,1,9,2,1,10,10,4,5,Yes,1
1576,5.48,1,1,3,6,7,8,4,No,Tier 2,4,0,1,10,5,3,1,0,Yes,1
1577,5.12,9,2,3,10,1,3,2,No,Tier 3,5,9,10,5,9,8,3,0,Yes,1
1578,8.21,9,4,1,4,1,9,6,No,Tier 1,5,6,3,4,3,9,10,1,No,0
1579,8.04,8,3,0,8,4,3,10,Yes,Tier 1,0,4,2,3,4,2,8,3,No,1
1580,7.73,5,3,1,7,2,10,9,Yes,Tier 2,4,9,6,10,1,6,5,3,No,1
1581,6.16,3,0,1,10,3,8,1,No,Tier 2,3,5,3,1,10,8,2,1,Yes,1
1582,6.95,8,4,1,8,2,7,5,No,Tier 2,1,6,2,1,10,6,8,0,Yes,1
1583,7.97,1,4,3,10,1,9,9,No,Tier 2,4,0,7,2,9,1,2,5,Yes,1
1584,7.48,3,1,3,7,3,9,7,Yes,Tier 1,3,4,1,5,8,7,5,0,Yes,1
1585,9.94,7,4,1,3,7,1,6,No,Tier 3,5,7,9,4,7,2,3,2,No,1
1586,5.68,4,0,1,3,10,1,7,No,Tier 2,1,2,1,6,5,6,1,4,Yes,0
1587,8.48,7,1,0,9,9,3,9,Yes,Tier 1,4,1,5,1,8,3,9,5,Yes,1
1588,7.02,5,4,2,7,10,7,3,Yes,Tier 2,1,1,7,10,2,3,7,4,Yes,0
1589,7.14,6,1,1,1,9,3,8,Yes,Tier 1,5,3,10,8,3,1,8,3,No,1
1590,8.59,7,4,3,3,8,3,1,Yes,Tier 1,5,6,5,1,5,8,8,0,Yes,0
1591,8.46,10,4,2,1,6,4,10,Yes,Tier 2,0,1,3,1,9,7,3,0,No,1
1592,9.96,7,5,2,6,1,8,6,Yes,Tier 2,2,5,2,2,3,1,10,1,No,1
1593,5.64,7,4,0,2,8,1,9,No,Tier 2,4,6,2,2,6,1,6,4,Yes,0
1594,5.52,7,3,2,7,8,4,1,Yes,Tier 1,1,8,9,2,1,9,1,5,Yes,0
1595,8.62,7,4,1,8,9,4,5,Yes,Tier 1,3,6,6,6,7,7,4,1,Yes,1
1596,7.89,3,3,1,6,10,8,8,No,Tier 2,0,0,4,3,5,9,1,5,No,1
1597,6.37,3,2,3,5,6,7,10,Yes,Tier 2,2,7,10,10,2,10,9,1,No,0
1598,5.4,7,5,1,10,3,4,6,Yes,Tier 3,3,2,10,5,3,9,8,2,Yes,0
1599,5.43,2,0,1,4,6,8,6,Yes,Tier 1,0,6,7,7,10,3,9,4,Yes,1
1600,9.47,2,1,0,9,8,3,3,No,Tier 2,4,5,2,3,10,9,3,0,Yes,1
1601,5.96,3,1,2,8,7,10,8,Yes,Tier 1,3,2,4,4,2,8,9,5,Yes,1
1602,6.62,4,2,0,5,8,7,1,Yes,Tier 2,1,1,1,7,2,6,6,1,Yes,1
1603,6.13,6,4,2,1,3,9,4,Yes,Tier 2,5,3,4,10,8,5,1,4,No,1
1604,6.77,8,0,0,8,8,6,8,Yes,Tier 1,0,0,7,5,4,5,3,5,Yes,0
1605,5.35,10,2,3,8,5,4,6,No,Tier 3,0,9,10,4,1,5,8,0,Yes,1
1606,7.6,10,2,0,7,7,4,9,Yes,Tier 1,4,9,9,7,6,10,9,4,Yes,1
1607,5.34,7,1,0,7,4,1,1,No,Tier 1,0,6,5,2,8,2,7,2,Yes,1
1608,9.0,4,3,3,8,3,6,2,No,Tier 2,2,2,6,2,5,1,8,4,Yes,0
1609,6.17,2,3,1,1,6,3,1,No,Tier 1,1,1,7,1,2,2,6,5,Yes,1
1610,7.7,2,4,1,3,9,3,4,Yes,Tier 1,5,4,9,1,10,3,9,4,Yes,0
1611,9.4,4,4,3,4,4,1,9,Yes,Tier 3,4,6,10,10,5,9,9,2,Yes,1
1612,8.25,6,2,3,6,9,7,4,Yes,Tier 1,2,0,10,9,6,7,3,1,No,1
1613,7.66,3,4,0,10,3,9,9,No,Tier 1,4,0,8,10,1,4,6,5,No,1
1614,6.62,6,3,3,10,6,3,6,Yes,Tier 1,4,9,9,3,3,10,7,1,Yes,1
1615,6.67,5,0,3,9,5,7,5,Yes,Tier 1,1,7,5,7,10,5,9,3,Yes,1
1616,8.35,5,1,2,4,9,9,10,No,Tier 3,0,4,9,10,2,2,5,3,Yes,1
1617,9.97,2,3,2,6,6,3,4,Yes,Tier 1,4,7,8,5,1,3,9,5,No,1
1618,8.31,8,5,1,9,2,9,10,No,Tier 2,3,2,2,1,6,7,8,3,Yes,0
1619,7.79,5,4,3,9,4,2,2,No,Tier 2,1,1,1,8,4,2,9,5,Yes,1
1620,8.65,2,1,0,6,5,3,8,No,Tier 2,1,6,4,2,6,3,10,1,Yes,1
1621,7.33,7,5,1,5,9,4,3,No,Tier 3,3,5,2,7,4,6,4,0,Yes,1
1622,5.3,9,1,1,3,1,7,1,Yes,Tier 1,1,3,3,5,4,5,4,1,No,0
1623,7.81,9,2,1,5,9,9,10,Yes,Tier 2,4,6,7,6,4,2,2,3,Yes,1
1624,9.79,1,4,3,3,10,1,7,Yes,Tier 1,2,8,10,5,7,3,1,3,Yes,1
1625,5.88,7,2,3,5,1,9,8,No,Tier 2,0,8,5,6,8,5,2,0,Yes,1
1626,8.45,9,1,0,10,1,10,7,Yes,Tier 1,5,2,3,5,5,8,10,0,Yes,1
1627,6.0,6,2,0,10,4,5,4,Yes,Tier 3,2,0,2,4,1,2,3,2,No,0
1628,7.68,1,4,1,1,6,4,8,Yes,Tier 2,1,3,9,6,6,10,9,4,Yes,0
1629,5.48,2,3,3,6,2,6,10,Yes,Tier 1,3,9,7,5,1,3,4,4,Yes,1
1630,7.25,4,0,0,7,1,10,4,No,Tier 1,1,0,9,2,3,4,6,1,Yes,1
1631,8.78,4,5,2,2,4,5,5,Yes,Tier 2,1,6,4,7,6,1,4,5,No,0
1632,6.74,2,3,2,3,8,5,8,Yes,Tier 3,1,1,3,6,4,8,7,5,No,1
1633,8.32,8,1,1,10,6,5,2,Yes,Tier 3,5,7,10,9,2,5,4,1,No,0
1634,8.98,2,3,2,9,5,8,10,Yes,Tier 3,0,4,3,1,8,2,1,2,Yes,1
1635,9.64,3,2,1,8,1,10,8,Yes,Tier 2,1,9,3,1,6,10,4,5,Yes,1
1636,6.17,4,4,3,4,3,8,5,No,Tier 3,1,0,1,6,3,4,8,5,Yes,1
1637,7.0,9,3,1,8,7,10,5,No,Tier 2,5,1,10,6,8,10,2,3,No,1
1638,5.76,10,3,1,8,10,4,7,No,Tier 1,1,3,8,4,2,5,8,0,Yes,1
1639,9.96,1,4,3,6,3,9,4,No,Tier 1,3,2,7,10,8,1,4,1,Yes,1
1640,9.64,8,2,0,1,5,8,3,Yes,Tier 2,4,4,4,6,9,4,1,2,Yes,0
1641,7.7,5,0,0,2,6,6,6,No,Tier 2,5,3,2,3,6,2,2,3,Yes,0
1642,9.21,7,3,0,4,9,2,6,No,Tier 2,1,1,7,6,8,6,7,1,No,1
1643,7.6,8,5,0,4,3,9,10,Yes,Tier 2,1,8,8,2,10,7,3,0,Yes,1
1644,8.12,5,1,1,2,6,6,6,Yes,Tier 1,5,6,1,8,8,8,5,2,No,1
1645,5.45,8,2,0,9,2,8,7,Yes,Tier 2,1,4,8,6,8,6,2,2,No,0
1646,8.78,10,2,2,2,9,6,4,Yes,Tier 2,0,3,2,9,1,5,6,2,Yes,0
1647,5.64,8,3,2,6,9,5,3,Yes,Tier 3,3,9,6,9,10,9,4,0,Yes,1
1648,9.13,9,5,0,5,7,7,3,No,Tier 1,2,4,8,3,10,3,9,2,No,1
1649,8.91,2,4,2,4,9,4,3,Yes,Tier 3,5,1,8,6,2,3,3,0,Yes,0
1650,8.54,3,3,2,6,4,10,2,No,Tier 1,4,7,9,6,2,4,7,5,No,1
1651,5.18,1,3,3,4,10,3,6,Yes,Tier 2,1,1,2,4,8,5,9,3,Yes,0
1652,6.52,4,4,3,9,1,7,1,No,Tier 3,2,7,2,9,4,5,10,5,Yes,1
1653,6.32,5,1,0,10,1,2,6,No,Tier 2,2,4,10,6,3,5,1,0,No,1
1654,6.8,1,4,1,7,2,10,8,Yes,Tier 3,0,3,5,8,9,10,7,1,No,1
1655,5.44,8,3,1,3,10,3,6,Yes,Tier 3,0,6,3,2,5,8,2,5,Yes,1
1656,9.68,2,0,3,10,3,1,2,No,Tier 1,5,0,8,8,2,10,2,0,Yes,1
1657,7.77,1,4,3,4,2,1,7,Yes,Tier 2,2,6,8,3,10,1,5,2,Yes,1
1658,6.53,2,1,1,1,4,2,3,Yes,Tier 1,1,9,8,3,2,6,10,3,No,0
1659,6.98,5,4,0,6,8,1,9,Yes,Tier 2,4,4,8,2,5,3,8,2,Yes,0
1660,7.24,9,4,1,2,3,2,8,Yes,Tier 1,1,5,8,9,1,4,9,3,No,1
1661,8.0,9,2,1,4,4,1,6,Yes,Tier 2,3,4,5,4,8,5,2,0,Yes,1
1662,7.58,2,2,2,5,2,3,1,No,Tier 2,3,6,7,7,5,9,8,5,Yes,1
1663,9.6,2,3,1,8,1,9,2,No,Tier 2,3,0,1,9,6,8,8,2,Yes,0
1664,7.48,3,3,3,3,8,9,8,Yes,Tier 2,5,1,1,1,7,4,10,0,Yes,1
1665,9.96,7,4,0,6,7,8,6,Yes,Tier 2,5,5,8,8,7,8,3,4,Yes,1
1666,9.26,3,0,1,1,10,9,1,No,Tier 1,1,6,5,3,7,7,10,2,Yes,1
1667,6.04,1,5,2,9,2,4,9,Yes,Tier 1,0,7,4,1,9,10,10,1,No,1
1668,9.65,6,3,3,1,8,8,8,No,Tier 3,5,3,7,2,9,2,1,1,Yes,1
1669,5.58,3,4,3,2,10,5,2,No,Tier 2,2,2,8,2,6,5,7,2,Yes,0
1670,9.09,1,4,2,1,3,4,10,Yes,Tier 2,2,8,10,4,5,8,7,4,No,1
1671,6.9,4,5,3,8,7,4,5,Yes,Tier 1,5,1,7,7,8,4,8,2,No,1
1672,9.39,1,4,2,4,1,2,3,No,Tier 3,1,9,9,5,5,5,8,4,Yes,1
1673,9.34,1,5,3,2,3,10,1,Yes,Tier 2,1,0,9,9,3,1,1,4,Yes,0
1674,9.03,2,5,3,7,9,9,7,No,Tier 1,4,5,10,5,4,8,1,2,Yes,0
1675,8.95,10,4,3,8,4,9,9,No,Tier 1,3,2,9,3,9,5,10,2,Yes,1
1676,6.52,8,4,3,9,1,1,7,Yes,Tier 1,1,6,9,6,3,4,1,0,Yes,1
1677,5.4,2,2,2,5,6,4,3,Yes,Tier 2,4,7,9,1,5,3,6,1,Yes,0
1678,7.01,2,5,1,3,1,9,6,No,Tier 1,4,1,1,7,9,8,6,5,Yes,1
1679,5.87,10,1,3,1,10,4,3,No,Tier 3,5,6,5,1,4,5,7,1,Yes,1
1680,8.47,10,5,2,8,1,2,4,Yes,Tier 2,0,9,10,3,4,7,3,2,Yes,1
1681,6.73,8,1,2,6,2,2,1,No,Tier 3,5,4,1,3,1,9,5,5,No,1
1682,9.88,6,4,2,5,3,10,2,Yes,Tier 2,3,4,6,6,10,9,3,0,Yes,0
1683,8.2,4,3,1,7,2,9,1,Yes,Tier 1,2,4,7,2,2,9,7,3,Yes,1
1684,9.11,3,0,0,5,8,4,10,Yes,Tier 2,1,4,5,1,1,4,2,5,Yes,1
1685,5.66,1,4,2,4,6,1,2,No,Tier 2,0,9,2,4,3,9,2,0,No,0
1686,9.31,3,0,2,5,1,1,4,Yes,Tier 3,0,4,9,10,2,7,9,0,Yes,1
1687,9.61,9,2,2,7,6,1,6,Yes,Tier 2,4,6,8,3,4,9,3,5,Yes,1
1688,7.44,5,1,1,6,1,8,8,No,Tier 2,5,7,1,2,3,7,6,1,Yes,1
1689,8.03,6,2,3,10,9,1,10,Yes,Tier 2,5,3,8,7,3,5,7,0,No,0
1690,8.82,5,3,1,10,3,5,9,Yes,Tier 2,2,6,1,5,8,10,5,0,Yes,0
1691,5.87,1,3,2,9,1,9,10,No,Tier 1,0,8,5,5,3,5,3,4,Yes,0
1692,7.51,10,5,0,10,1,4,7,Yes,Tier 3,3,1,10,5,5,7,1,4,Yes,1
1693,6.99,1,4,2,2,2,9,4,No,Tier 3,0,8,7,7,8,4,4,3,Yes,0
1694,5.73,4,5,3,7,6,5,7,Yes,Tier 2,4,5,6,10,5,6,9,0,Yes,1
1695,6.84,3,3,0,1,1,9,1,No,Tier 1,0,8,2,4,7,8,7,5,Yes,0
1696,5.34,8,3,0,8,7,2,10,No,Tier 3,4,6,3,1,10,1,4,2,No,1
1697,5.13,7,5,1,4,4,8,6,No,Tier 2,0,4,6,4,5,3,7,0,Yes,1
1698,5.68,7,2,1,8,7,7,1,No,Tier 2,3,4,3,3,10,3,4,4,Yes,1
1699,9.82,8,0,3,8,4,7,8,Yes,Tier 3,1,0,1,1,8,5,5,1,Yes,1
1700,7.75,10,1,1,4,4,3,4,Yes,Tier 2,1,2,2,8,5,2,6,3,Yes,0
1701,9.83,7,3,3,4,4,10,8,Yes,Tier 3,0,5,9,6,2,10,8,5,Yes,1
1702,7.16,10,5,0,5,10,2,8,Yes,Tier 3,2,1,3,10,9,2,3,3,Yes,0
1703,6.56,2,3,0,7,10,10,2,No,Tier 2,5,5,3,7,6,5,6,5,Yes,1
1704,7.53,4,2,0,6,8,1,6,Yes,Tier 1,1,4,5,2,4,3,6,1,No,1
1705,7.2,6,1,3,1,2,1,10,No,Tier 2,0,0,1,7,5,1,2,0,No,0
1706,5.53,3,2,1,6,8,7,4,No,Tier 3,1,2,1,10,10,6,10,5,No,1
1707,8.2,3,0,1,3,10,9,3,No,Tier 1,4,0,1,7,8,4,2,3,Yes,0
1708,6.08,6,2,1,9,1,1,9,Yes,Tier 2,0,6,4,2,3,7,1,0,No,1
1709,8.1,1,1,2,3,7,10,10,No,Tier 1,0,6,9,10,3,7,3,2,No,1
1710,8.25,1,1,0,9,7,4,9,No,Tier 3,1,0,5,2,7,9,5,1,Yes,1
1711,5.76,5,3,0,5,6,2,2,Yes,Tier 2,3,7,8,10,1,4,5,0,Yes,1
1712,5.31,1,0,2,10,4,8,5,Yes,Tier 2,5,6,3,1,9,2,2,2,Yes,1
1713,8.9,10,4,0,8,5,9,10,No,Tier 2,0,2,10,3,9,9,1,5,Yes,0
1714,7.3,8,3,0,9,1,3,10,No,Tier 1,0,1,4,7,2,10,10,4,No,1
1715,5.29,2,5,2,9,2,3,7,Yes,Tier 3,3,8,5,2,4,5,2,2,Yes,0
1716,9.97,6,2,0,7,10,7,9,No,Tier 2,3,6,2,7,9,9,8,5,Yes,1
1717,5.29,10,2,1,10,7,9,8,Yes,Tier 1,3,5,3,3,4,7,4,2,Yes,1
1718,8.48,10,1,2,1,2,7,10,No,Tier 1,5,4,1,5,8,6,6,3,Yes,1
1719,9.92,5,5,0,8,8,7,4,Yes,Tier 1,2,4,7,1,3,2,6,0,No,1
1720,6.2,10,1,1,7,7,2,3,Yes,Tier 2,2,2,6,3,4,3,10,2,Yes,1
1721,5.71,4,5,3,4,10,1,1,No,Tier 2,5,4,2,9,1,4,6,0,Yes,1
1722,5.61,1,1,0,6,8,2,1,Yes,Tier 1,3,7,9,4,4,4,9,3,No,1
1723,6.52,3,4,2,10,4,6,9,Yes,Tier 2,2,1,3,10,6,7,3,3,No,1
1724,5.51,4,4,1,2,1,10,4,Yes,Tier 2,3,2,3,6,10,8,9,2,No,1
1725,8.46,2,3,3,4,7,8,8,Yes,Tier 3,4,2,1,4,7,7,10,1,Yes,1
1726,5.31,2,4,3,8,1,8,4,Yes,Tier 2,5,5,10,4,6,6,6,4,No,1
1727,7.55,2,5,0,4,7,6,6,Yes,Tier 2,4,0,7,4,4,10,2,4,Yes,1
1728,9.98,1,1,3,10,9,2,4,Yes,Tier 1,0,4,1,3,8,6,9,0,Yes,1
1729,9.07,10,5,2,4,5,9,2,No,Tier 2,5,8,8,6,7,2,2,2,Yes,1
1730,8.08,2,3,3,4,2,10,1,Yes,Tier 1,0,0,2,6,1,8,3,5,Yes,1
1731,6.53,6,3,0,10,1,4,8,No,Tier 2,3,5,3,7,1,1,9,5,Yes,0
1732,8.12,3,0,3,9,8,5,6,No,Tier 2,3,6,9,1,9,10,6,0,No,1
1733,7.64,10,4,0,2,4,1,1,No,Tier 1,2,0,10,2,9,8,10,1,No,1
1734,7.13,5,2,3,7,8,9,5,No,Tier 1,0,5,8,10,9,8,7,5,Yes,1
1735,5.65,1,2,1,3,2,10,3,No,Tier 3,2,3,6,8,8,9,10,0,No,1
1736,9.43,8,0,0,4,3,1,2,Yes,Tier 1,1,3,7,9,9,5,3,4,No,1
1737,7.25,4,1,2,1,3,7,3,No,Tier 2,3,5,1,4,1,5,3,3,No,1
1738,5.97,9,0,2,3,4,9,2,Yes,Tier 3,0,9,1,5,2,6,6,2,No,1
1739,6.84,4,1,3,2,9,3,10,Yes,Tier 2,0,9,2,8,9,9,4,3,No,1
1740,7.07,2,4,1,10,9,2,2,Yes,Tier 2,2,7,10,10,4,8,5,1,Yes,1
1741,9.14,3,4,3,7,5,10,1,No,Tier 2,4,2,6,4,10,2,3,4,No,0
1742,8.67,5,3,3,6,7,8,3,Yes,Tier 2,3,6,7,10,5,5,6,3,Yes,1
1743,8.85,10,3,1,1,9,4,3,No,Tier 2,3,9,2,2,1,4,7,1,No,0
1744,5.06,6,3,0,8,1,1,4,Yes,Tier 1,3,3,3,8,2,4,5,0,Yes,1
1745,7.08,7,3,2,9,2,8,3,No,Tier 1,4,2,2,8,2,1,3,5,No,0
1746,7.41,4,2,1,1,6,6,8,No,Tier 1,5,2,2,8,5,10,6,3,No,1
1747,5.1,7,3,3,5,3,6,4,No,Tier 3,3,5,1,7,5,7,10,5,Yes,0
1748,6.3,10,3,0,7,7,4,10,No,Tier 2,4,9,1,7,9,5,1,0,Yes,1
1749,8.8,3,3,3,2,5,6,1,Yes,Tier 1,4,7,8,9,5,10,8,5,Yes,1
1750,5.69,7,1,0,6,10,2,2,Yes,Tier 2,2,0,10,2,10,9,6,2,Yes,1
1751,7.68,4,5,2,8,8,6,7,Yes,Tier 1,3,3,2,1,8,1,3,0,Yes,1
1752,6.08,8,3,2,8,1,2,6,No,Tier 3,4,0,10,10,8,10,10,2,Yes,0
1753,5.06,9,0,0,10,9,6,9,Yes,Tier 2,4,7,8,10,3,10,6,0,Yes,1
1754,6.21,7,3,2,10,10,9,6,Yes,Tier 1,2,4,9,4,3,7,10,3,Yes,1
1755,9.88,8,3,3,8,6,7,2,Yes,Tier 2,3,2,8,6,3,6,7,5,Yes,1
1756,9.01,8,2,0,6,5,4,8,Yes,Tier 3,1,7,4,3,5,2,2,5,No,0
1757,9.8,2,5,3,6,8,1,9,Yes,Tier 2,5,8,9,7,1,9,6,1,Yes,1
1758,7.44,9,3,0,3,4,9,5,Yes,Tier 2,4,4,10,9,10,10,6,0,Yes,1
1759,5.55,6,5,3,2,9,1,6,Yes,Tier 2,0,0,10,2,8,8,5,0,Yes,1
1760,7.74,4,1,2,5,5,5,4,No,Tier 2,5,5,1,3,5,9,7,0,Yes,1
1761,7.27,5,4,1,9,1,7,2,Yes,Tier 3,2,4,3,2,4,2,2,3,No,1
1762,9.22,10,5,3,4,8,10,5,Yes,Tier 2,5,5,3,7,10,3,6,1,Yes,1
1763,5.49,5,5,0,5,9,10,5,Yes,Tier 1,2,3,6,3,3,6,8,1,Yes,1
1764,7.44,7,3,2,6,5,6,1,No,Tier 2,2,6,6,10,1,6,6,4,Yes,0
1765,5.75,9,3,0,6,5,3,5,Yes,Tier 3,3,4,7,7,9,4,4,3,Yes,1
1766,6.62,7,3,3,4,6,8,1,No,Tier 2,1,6,10,2,9,5,6,3,Yes,1
1767,8.69,9,2,0,4,9,7,3,No,Tier 2,0,9,10,6,2,9,5,4,Yes,1
1768,7.38,4,4,0,8,5,9,9,Yes,Tier 1,5,1,7,3,5,10,2,5,No,0
1769,6.88,10,2,3,5,2,1,4,No,Tier 2,5,2,9,9,2,1,1,5,No,0
1770,6.97,10,2,2,5,3,8,9,Yes,Tier 1,5,0,10,4,8,5,9,4,No,1
1771,7.3,4,2,2,9,10,4,6,Yes,Tier 3,2,2,6,6,1,3,2,5,Yes,1
1772,8.93,6,1,3,4,3,7,1,Yes,Tier 1,4,7,2,9,9,6,8,5,No,1
1773,9.46,8,4,2,7,9,7,3,Yes,Tier 1,1,4,5,8,5,2,3,1,Yes,1
1774,9.78,9,1,1,5,8,4,3,Yes,Tier 2,1,8,1,10,7,5,4,0,Yes,1
1775,8.93,1,1,0,9,6,8,4,Yes,Tier 2,2,0,3,4,3,9,4,4,Yes,1
1776,6.58,1,4,3,8,5,1,10,Yes,Tier 3,0,4,4,5,6,5,6,0,Yes,1
1777,8.44,8,1,1,8,10,5,4,Yes,Tier 1,2,1,5,3,9,4,1,3,Yes,1
1778,7.19,7,4,0,10,2,4,8,No,Tier 2,0,7,8,3,9,4,5,3,No,0
1779,6.27,9,5,3,10,9,4,3,Yes,Tier 2,2,1,4,7,10,10,5,0,Yes,1
1780,9.2,3,5,2,3,10,3,4,No,Tier 2,2,8,8,3,1,10,1,0,Yes,1
1781,5.19,10,3,3,9,8,1,3,No,Tier 1,2,5,8,10,2,9,3,5,Yes,1
1782,9.51,5,2,3,8,5,5,7,No,Tier 2,3,9,10,10,10,9,2,3,Yes,1
1783,7.31,3,5,0,3,6,8,6,No,Tier 2,2,8,7,4,5,9,10,0,Yes,1
1784,8.19,5,5,0,10,9,10,1,Yes,Tier 2,1,1,9,5,5,6,8,4,Yes,1
1785,8.3,10,1,0,1,1,6,10,Yes,Tier 2,4,8,9,10,8,1,3,2,No,0
1786,9.48,1,4,1,5,4,1,1,Yes,Tier 3,5,3,7,10,5,4,9,2,No,1
1787,8.18,4,0,2,4,5,5,6,Yes,Tier 1,5,2,6,9,6,10,5,1,Yes,1
1788,8.07,6,1,3,8,9,6,3,Yes,Tier 2,4,3,3,6,1,2,10,0,Yes,1
